syn1	syn2
06782019-n	05945642-n
06783768-n	00867409-v
06783768-n	04757522-n
06783768-n	07193596-n
06783768-n	07196682-n
06784003-n	05687338-n
06784003-n	14410605-n
06791372-n	06793231-n
06796642-n	00913065-v
06798187-n	14299637-n
06799897-n	08101937-n
06807198-n	05121418-n
06845599-n	05845140-n
06879521-n	00923307-v
06880249-n	07139873-n
06891493-n	00550771-n
06892016-n	02367363-v
06892016-n	05121418-n
06930633-n	15234764-n
06944348-n	09728403-n
06947032-n	03003344-a
06947479-n	02927303-a
06947479-n	09738708-n
06950528-n	02957469-a
06966825-n	09733243-n
06976392-n	03016202-a
06976392-n	09710164-n
06988684-n	09640490-n
06998748-n	02743547-n
07003119-n	00935940-n
07003119-n	03234306-n
07006119-n	04417809-n
07006712-n	00306900-n
07006712-n	04296562-n
07007945-n	00556313-n
07007945-n	01072949-v
07007945-n	01719302-v
07007945-n	01724459-v
07007945-n	07018931-n
07009946-n	06410904-n
07010541-n	07136206-n
07012534-n	08377085-n
07015510-n	06781383-n
07018931-n	01724459-v
07018931-n	02370650-v
07018931-n	07007945-n
07020895-n	00543233-n
07020895-n	05718556-n
07028373-n	05711915-n
07030718-n	00007703-r
07046339-n	08464601-n
07051975-n	07109730-n
07066659-n	04928903-n
07069948-n	06880249-n
07069948-n	07151380-n
07085375-n	00983333-v
07109196-n	06282651-n
07110615-n	04981941-n
07120524-n	00913065-v
07120524-n	07014752-n
07121157-n	07120524-n
07123012-n	00913065-v
07125096-n	00865387-v
07127006-n	00031820-v
07135734-n	00941990-v
07135734-n	00962447-v
07137807-n	05817845-n
07138915-n	05784831-n
07140659-n	06286395-n
07140659-n	07138085-n
07140978-n	07183151-n
07144416-n	02027226-v
07151380-n	07069948-n
07151892-n	02897524-a
07162680-n	05916155-n
07164546-n	02297142-v
07168131-n	08190292-n
07168623-n	00745499-v
07168623-n	06539770-n
07181935-n	04748836-n
07183151-n	06648724-n
07185870-n	07486229-n
07189130-n	01041968-n
07191279-n	13461162-n
07192129-n	00789448-v
07193596-n	00808855-v
07193596-n	00867409-v
07193596-n	06783768-n
07193596-n	07196682-n
07196075-n	00808855-v
07196682-n	00788184-v
07196682-n	07193596-n
07202579-n	01588493-v
07204240-n	07204401-n
07205104-n	02268485-a
07210225-n	00910135-v
07215377-n	05043973-n
07217924-n	00965035-v
07217924-n	00966809-v
07218470-n	00607405-v
07218470-n	00644503-n
07218470-n	00965035-v
07218470-n	00965687-v
07218470-n	00966809-v
07218470-n	05755883-n
07221094-n	06369829-n
07221094-n	06514093-n
07226545-n	00884317-v
07231294-n	00869126-v
07238694-n	07109196-n
07246742-n	01177033-n
07248801-n	01101329-n
07258332-n	06417598-n
07260623-n	02295998-a
07274316-n	00898210-v
07285403-n	02108026-v
07285403-n	02110220-v
07285403-n	05758059-n
07287472-n	07340725-n
07288215-n	07309599-n
07288215-n	15122231-n
07288215-n	15270431-n
07289014-n	00623862-n
07289831-n	00034479-n
07289831-n	04424218-n
07289831-n	04617289-n
07289831-n	05671325-n
07289831-n	05855004-n
07289831-n	13943968-n
07289956-n	06396330-n
07290278-n	07007945-n
07290905-n	15265518-n
07291794-n	05868477-n
07291794-n	15266911-n
07292694-n	02634265-v
07292694-n	02635659-v
07292694-n	11410625-n
07296428-n	00109660-v
07296428-n	00123170-v
07296428-n	00199707-n
07296428-n	00550117-v
07296428-n	11412727-n
07296428-n	13859043-n
07301950-n	00126236-n
07308042-n	07420991-n
07308889-n	01182654-n
07308889-n	05817743-n
07308889-n	09898892-n
07308889-n	13943400-n
07309599-n	00028270-n
07309599-n	00490968-v
07309599-n	07288215-n
07309599-n	15122231-n
07309599-n	15129927-n
07309599-n	15135822-n
07309599-n	15245515-n
07309599-n	15270431-n
07309781-n	00331950-n
07310991-n	02033137-v
07311115-n	01835496-v
07313814-n	00364064-v
07319103-n	09762821-n
07323231-n	06798558-n
07325190-n	00345761-v
07325190-n	00348746-v
07326557-n	00770437-v
07326557-n	00798245-n
07326557-n	06740402-n
07327805-n	05868954-n
07328942-n	00237869-n
07330007-n	09504915-n
07340725-n	07287472-n
07342049-n	01018630-n
07352190-n	07345593-n
07354731-n	02288295-v
07355491-n	11444117-n
07355491-n	13962498-n
07355491-n	15143276-n
07355491-n	15143477-n
07355887-n	00151689-v
07356676-n	00153263-v
07356676-n	00156601-v
07356676-n	13497135-n
07356676-n	13754293-n
07357388-n	00558371-v
07358576-n	00201058-n
07360841-n	05933246-n
07361576-n	00219012-n
07365849-n	01860795-v
07366289-n	04748836-n
07370671-n	02536605-a
07371293-n	05718254-n
07372565-n	00623862-n
07372565-n	05687338-n
07374633-n	01237415-n
07377682-n	00915605-v
07386920-n	01044114-v
07387509-n	05720248-n
07391516-n	00966809-v
07391516-n	07217924-n
07395623-n	02171664-v
07405893-n	02066939-v
07405893-n	15277730-n
07409592-n	00046522-n
07409592-n	00590642-v
07409592-n	05655119-n
07410207-n	01401772-v
07413815-n	14082303-n
07423560-n	13464820-n
07428450-n	01176335-n
07428450-n	14403282-n
07440240-n	01903756-v
07441619-n	01866192-v
07443761-n	00197772-n
07444668-n	02012344-v
07445265-n	00249501-n
07445896-n	05088324-n
07447022-n	02004874-v
07447641-n	08252602-n
07447641-n	08264897-n
07450842-n	01027379-n
07475364-n	01108148-v
07475364-n	07540866-n
07478531-n	02565911-v
07484265-n	04945057-n
07486229-n	01824736-v
07488340-n	01775535-v
07490713-n	05829782-n
07494363-n	05724694-n
07494363-n	14322699-n
07495327-n	07496463-n
07496463-n	01150205-a
07498210-n	05749619-n
07504841-n	02676054-v
07504841-n	02678438-v
07505871-n	05084201-n
07505871-n	08556386-n
07509996-n	00729378-v
07511733-n	00706047-v
07511733-n	01811441-v
07511733-n	01826723-v
07511733-n	07541053-n
07519253-n	01780729-v
07519253-n	07524529-n
07524242-n	01766748-v
07524242-n	01767163-v
07524242-n	05832264-n
07524529-n	02678438-v
07526505-n	05697363-n
07528470-n	01371756-v
07541053-n	01811441-v
07541053-n	01826723-v
07543288-n	01775164-v
07543288-n	01775535-v
07543288-n	09849598-n
07551052-n	06776138-n
07575726-n	08253815-n
07654667-n	03932499-n
07694839-n	15100570-n
07800091-n	01182021-v
07804323-n	12125890-n
07881800-n	01170052-v
07885223-n	00748515-n
07885223-n	01171183-v
07906718-n	09869706-n
07939638-n	01012712-n
07942152-n	07971141-n
07942152-n	08160276-n
07944050-n	10804406-n
07945657-n	00095280-a
07955057-n	01194238-v
07955057-n	13816521-n
07959393-n	06590446-n
07961480-n	09326662-n
07962124-n	05099389-n
07962124-n	08180190-n
07965085-n	04934546-n
07965085-n	05216365-n
07965817-n	01861205-a
07965937-n	05809878-n
07965937-n	09270894-n
07965937-n	09466280-n
07966140-n	08227214-n
07966927-n	08061042-n
07968702-n	05143077-n
07968702-n	05682950-n
07970406-n	08078020-n
07970721-n	07970406-n
07971141-n	07942152-n
07971449-n	03544360-n
07972279-n	01028748-v
07976936-n	01292885-v
07976936-n	07985223-n
07985223-n	02490430-v
07985223-n	07976936-n
07988857-n	07985628-n
07989373-n	13963970-n
07996689-n	07999699-n
07997703-n	00654625-v
07997703-n	08078020-n
07997703-n	08238463-n
07999291-n	00844254-n
07999584-n	08570758-n
07999699-n	07996689-n
08008335-n	01136519-n
08008335-n	05726596-n
08008335-n	08164585-n
08049401-n	01081628-n
08050678-n	01124794-n
08053576-n	03574555-n
08057633-n	02687172-n
08060446-n	10292316-n
08061042-n	01094725-n
08061042-n	01096245-n
08061042-n	05833022-n
08062970-n	06267145-n
08063303-n	06595351-n
08065234-n	00923444-n
08078020-n	07970406-n
08078020-n	10236304-n
08081668-n	05946687-n
08082602-n	01032368-n
08082602-n	03028079-n
08083599-n	09680504-n
08087570-n	02952622-a
08101410-n	04321534-n
08112096-n	00609953-n
08160276-n	07942152-n
08164585-n	08008335-n
08166552-n	08168978-n
08166552-n	08544813-n
08168978-n	01009240-v
08168978-n	08166552-n
08168978-n	08544813-n
08168978-n	08654360-n
08177592-n	05190804-n
08178547-n	00024720-n
08178547-n	08168978-n
08178547-n	08654360-n
08179689-n	00493297-a
08179689-n	01861205-a
08179689-n	07965817-n
08179689-n	07965937-n
08179689-n	09270894-n
08179689-n	09480809-n
08180190-n	07942152-n
08180639-n	00620752-n
08182379-n	02028722-v
08186047-n	00577525-n
08187033-n	13929588-n
08190292-n	07168131-n
08190482-n	10055847-n
08208016-n	05035353-n
08208016-n	05194578-n
08208016-n	08198398-n
08214272-n	08058098-n
08219493-n	04592741-n
08220440-n	00302394-n
08220440-n	08220534-n
08220534-n	08220440-n
08221897-n	08222293-n
08222293-n	08221897-n
08222966-n	03544360-n
08224274-n	13240839-n
08226335-n	08524735-n
08226699-n	08374049-n
08226699-n	08672738-n
08227214-n	00276883-v
08227214-n	07966140-n
08237863-n	01710481-v
08238463-n	00884466-n
08238660-n	15203791-n
08252602-n	07447641-n
08252602-n	08264897-n
08253815-n	07575726-n
08256968-n	10402824-n
08264897-n	08256968-n
08272652-n	06815714-n
08272652-n	13594585-n
08274443-n	08274354-n
08276720-n	04146050-n
08276720-n	05757536-n
08286163-n	04511002-n
08287586-n	08439955-n
08287844-n	05751794-n
08287844-n	05984936-n
08322981-n	15101854-n
08337324-n	00720565-n
08337324-n	03841666-n
08355791-n	09044862-n
08366753-n	00192613-n
08368907-n	15249636-n
08374049-n	01252280-n
08374049-n	08226699-n
08374653-n	08613985-n
08375369-n	00760187-v
08377085-n	00884466-n
08377085-n	05773049-n
08377085-n	08430568-n
08377085-n	13863771-n
08381165-n	01133281-n
08381436-n	01256417-n
08385009-n	01217859-n
08397255-n	10582746-n
08398773-n	04751305-n
08400965-n	13931627-n
08403225-n	00731222-n
08408709-n	08649345-n
08409130-n	00968479-n
08420278-n	09213565-n
08424951-n	01097292-n
08424951-n	02298160-v
08430203-n	08377085-n
08430568-n	08377085-n
08435388-n	04377057-n
08435388-n	05726596-n
08435388-n	05902872-n
08439808-n	03417749-n
08441203-n	00611143-n
08441203-n	05870916-n
08441203-n	06161718-n
08441203-n	06532330-n
08458912-n	07445265-n
08462066-n	09213565-n
08490199-n	00097840-r
08490199-n	03259505-n
08496477-n	02444475-a
08497294-n	02735688-n
08497294-n	05815517-n
08497294-n	14514039-n
08499057-n	13711060-n
08507558-n	04263614-n
08507558-n	04923743-n
08507558-n	05834758-n
08507558-n	06675122-n
08508449-n	01318381-n
08510666-n	04213626-n
08511570-n	05563266-n
08511570-n	13650045-n
08513718-n	01494310-v
08513718-n	05611822-n
08513718-n	06401107-n
08513718-n	08664443-n
08513718-n	13244109-n
08517449-n	00187144-n
08523483-n	02676496-v
08523483-n	02993546-n
08523483-n	05919263-n
08524735-n	08226335-n
08524735-n	08540903-n
08540903-n	08524735-n
08544419-n	03109486-n
08544419-n	03109881-n
08544813-n	01979901-v
08544813-n	08168978-n
08544813-n	08644722-n
08549070-n	00948206-n
08551628-n	05996646-n
08556386-n	07505871-n
08556491-n	08544813-n
08556491-n	09334396-n
08559508-n	00097840-r
08559508-n	01219827-a
08559508-n	02742844-a
08559508-n	03259505-n
08559508-n	08490199-n
08559508-n	08513718-n
08562067-n	09270894-n
08562067-n	14842992-n
08566028-n	02609764-v
08566028-n	07291794-n
08566028-n	14562960-n
08566028-n	15266911-n
08566707-n	08566028-n
08567235-n	13934596-n
08569777-n	05996646-n
08569777-n	08569998-n
08573472-n	00198147-a
08573674-n	00198147-a
08573674-n	05940302-n
08585158-n	08559508-n
08588152-n	01693799-a
08593262-n	08377085-n
08612049-n	02043982-v
08613593-n	01347749-a
08617963-n	08547544-n
08620061-n	00923793-v
08620061-n	01931768-v
08620061-n	05817845-n
08620061-n	05865998-n
08621598-n	01494310-v
08621598-n	05079866-n
08625462-n	00926505-a
08625846-n	00074407-r
08628921-n	02020590-v
08628921-n	02685665-v
08629508-n	00197891-a
08630039-n	00720565-n
08630039-n	03892891-n
08630039-n	08630985-n
08630039-n	13809207-n
08630985-n	08630039-n
08632423-n	01346003-v
08633957-n	03642928-n
08641113-n	08225090-n
08642037-n	00586262-n
08642037-n	00721431-n
08642037-n	02537960-v
08642037-n	08513718-n
08642037-n	08621598-n
08642037-n	08664443-n
08642037-n	13926786-n
08645963-n	05933246-n
08645963-n	07009808-n
08646188-n	00269989-a
08646306-n	00409440-a
08646902-n	03640166-n
08647616-n	01494310-v
08648322-n	06392001-n
08649067-n	08439694-n
08649167-n	08649345-n
08649345-n	02441215-a
08649345-n	04213626-n
08649345-n	05551318-n
08649345-n	05852553-n
08649345-n	08408709-n
08649345-n	08510666-n
08649345-n	08649167-n
08652970-n	00028651-n
08652970-n	01988080-v
08652970-n	13910384-n
08653314-n	04727214-n
08653706-n	01546111-v
08654360-n	00878136-v
08654360-n	01009240-v
08654360-n	08168978-n
08654360-n	08178547-n
08659993-n	03109881-n
08660339-n	04362025-n
08660339-n	09451517-n
08663860-n	02669081-v
08663860-n	08663354-n
08664443-n	00618878-v
08664443-n	01494310-v
08664443-n	02392762-v
08664443-n	05611822-n
08664443-n	08513718-n
08664443-n	08559508-n
08664443-n	08642037-n
08665504-n	08226514-n
08665504-n	08672199-n
08672199-n	08665504-n
08672738-n	08226699-n
08679972-n	00101752-r
08679972-n	00172710-n
08679972-n	04564698-n
08679972-n	04928903-n
08679972-n	13777764-n
08679972-n	13827426-n
08679972-n	13939604-n
08681777-n	06197664-n
08806897-n	08085535-n
08876975-n	09111955-n
09044862-n	08355791-n
09051898-n	09458372-n
09052314-n	09052652-n
09052652-n	00244043-r
09052652-n	09052314-n
09070793-n	09152944-n
09079505-n	09078231-n
09111955-n	08876975-n
09117351-n	09119277-n
09119277-n	09117351-n
09152944-n	09070793-n
09178727-n	15140405-n
09178999-n	00634472-v
09178999-n	05651680-n
09178999-n	06739990-n
09178999-n	14379829-n
09179264-n	07416714-n
09180431-n	07490579-n
09183693-n	04846770-n
09190918-n	14778436-n
09206985-n	01983264-v
09213434-n	08420278-n
09215315-n	00636888-v
09225146-n	04562658-n
09225146-n	14845743-n
09225146-n	14847357-n
09257949-n	04151940-n
09260466-n	14883206-n
09270894-n	07965937-n
09270894-n	08179689-n
09270894-n	09480809-n
09270894-n	14842992-n
09278537-n	00334186-v
09282208-n	03365592-n
09282724-n	00519363-v
09334396-n	08544813-n
09334396-n	14842992-n
09335240-n	01979901-v
09335240-n	13246662-n
09335240-n	13250048-n
09349797-n	13512506-n
09366762-n	04623113-n
09366762-n	09503682-n
09367203-n	00900616-a
09367203-n	05892427-n
09367203-n	14450691-n
09367991-n	01188725-v
09367991-n	02627934-v
09367991-n	14449126-n
09369169-n	02654947-v
09385911-n	03892891-n
09385911-n	03932499-n
09385911-n	05256358-n
09385911-n	05671974-n
09385911-n	08630039-n
09386842-n	00304592-n
09387222-n	00884466-n
09396465-n	01931768-v
09416076-n	04326084-n
09416076-n	14696793-n
09428741-n	04164989-n
09450163-n	11485367-n
09451517-n	01990281-v
09451517-n	02471091-a
09466280-n	05809878-n
09466280-n	07965937-n
09466280-n	08179689-n
09474162-n	04546855-n
09503282-n	10055297-n
09503682-n	04726724-n
09505418-n	09536058-n
09536058-n	09505418-n
09536363-n	10388440-n
09542339-n	09543353-n
09545324-n	10636598-n
09587565-n	05929008-n
09607630-n	09800964-n
09618957-n	04679419-n
09618957-n	05600637-n
09619168-n	01320872-n
09624168-n	01321230-n
09625401-n	06599788-n
09632518-n	10481711-n
09638875-n	00243180-a
09678009-n	02952275-a
09679316-n	02952622-a
09679925-n	02920951-a
09680504-n	08083599-n
09728403-n	02957276-a
09732668-n	03003344-a
09738708-n	02927512-a
09738708-n	06947479-n
09762509-n	01472790-a
09762821-n	00063652-n
09770743-n	09770949-n
09777353-n	09777012-n
09815790-n	02547586-v
09863031-n	00827782-n
09867956-n	10104209-n
09869706-n	07906718-n
09870926-n	10285313-n
09870926-n	10624074-n
09887850-n	08184861-n
09887850-n	08214272-n
09893015-n	09892831-n
09898892-n	05817743-n
09898892-n	07308889-n
09909060-n	04620216-n
09917593-n	00855295-v
09917593-n	01471954-a
09917593-n	09918248-n
09918248-n	09917593-n
09921409-n	02576349-v
09931640-n	00833702-v
09945745-n	03078802-n
09950457-n	01583659-a
09955781-n	10522035-n
09957156-n	00574422-a
09960117-n	00039297-n
09960417-n	00667079-a
09992538-n	08385009-n
10014939-n	10015215-n
10037385-n	00797299-a
10042845-n	00608791-a
10055847-n	07946851-n
10056398-n	00352826-v
10081204-n	10080869-n
10084295-n	10129825-n
10084295-n	10130447-n
10102800-n	09921792-n
10115430-n	01076250-v
10123844-n	01101391-a
10126177-n	10794014-n
10126926-n	05481095-n
10129825-n	10084295-n
10129825-n	10130686-n
10130686-n	10129825-n
10162991-n	05538625-n
10176679-n	05564590-n
10191192-n	02743750-a
10201535-n	00769092-n
10225219-n	00694681-n
10236304-n	07997703-n
10236304-n	08078020-n
10256756-n	00286837-a
10256756-n	00575230-a
10256756-n	02031473-a
10256756-n	10257084-n
10257084-n	10256756-n
10260706-n	00006269-n
10276659-n	01199881-v
10285313-n	09870926-n
10285313-n	10624074-n
10287213-n	02472293-n
10287213-n	10289039-n
10287213-n	10289176-n
10287213-n	10582746-n
10289039-n	10287213-n
10289039-n	10289176-n
10289176-n	10287213-n
10300303-n	01428853-v
10317007-n	10448983-n
10324560-n	03777283-n
10326551-n	01535709-a
10339966-n	10340312-n
10340312-n	10339966-n
10344443-n	00712135-v
10344443-n	06333653-n
10344443-n	13741022-n
10350220-n	02999718-a
10350220-n	02999904-a
10362682-n	10802283-n
10372373-n	01632537-a
10379620-n	02070887-a
10388440-n	09536363-n
10388924-n	10389398-n
10389398-n	10388924-n
10407954-n	02219940-v
10448983-n	10317007-n
10448983-n	10371450-n
10461424-n	05190804-n
10461424-n	08208016-n
10468750-n	10468559-n
10474645-n	01277426-a
10480253-n	10298482-n
10481711-n	09632518-n
10508710-n	10508862-n
10508710-n	10670483-n
10508862-n	10508710-n
10512201-n	02471327-v
10522495-n	02788378-a
10522633-n	02788378-a
10523519-n	02125409-a
10530769-n	04091466-n
10542761-n	10542608-n
10547145-n	10546850-n
10556704-n	02077741-a
10557854-n	10665698-n
10570019-n	10569744-n
10582746-n	10287213-n
10609556-n	10609325-n
10624074-n	09537144-n
10624074-n	10285313-n
10626722-n	05839024-n
10628368-n	10210137-n
10628644-n	00792641-a
10636598-n	04624826-n
10636598-n	09545324-n
10638385-n	02469407-a
10638385-n	04981941-n
10638385-n	07073208-n
10638385-n	10522035-n
10658676-n	00858558-a
10668666-n	13943400-n
10671736-n	05696803-n
10708292-n	05611302-n
10720453-n	08063446-n
10732314-n	10516294-n
10794014-n	10126177-n
10801291-n	10794014-n
11409538-n	02257370-v
11410625-n	01642924-v
11410625-n	02634265-v
11410625-n	02635659-v
11410625-n	04675314-n
11410625-n	05917477-n
11410625-n	06743506-n
11410625-n	07292694-n
11412727-n	00109660-v
11412727-n	00123170-v
11412727-n	07296428-n
11412727-n	13859043-n
11416988-n	00859001-n
11418138-n	14473222-n
11418138-n	14483917-n
11431754-n	04727214-n
11444117-n	07355491-n
11444117-n	13962498-n
11444117-n	15143477-n
11452218-n	05035961-n
11453016-n	06812417-n
11458624-n	01650425-v
11473291-n	13961642-n
11473291-n	15140405-n
11473954-n	01186408-a
11473954-n	03665366-n
11473954-n	05018103-n
11473954-n	08646188-n
11480930-n	05718254-n
11485367-n	09450163-n
11498040-n	02057499-v
11499284-n	01252918-n
11501381-n	02756558-v
11506738-n	01320513-v
11508382-n	02758977-v
11669335-n	00294245-v
11683989-n	13135832-n
12125890-n	07804323-n
12174311-n	12173664-n
13125117-n	00358135-v
13125117-n	06300193-n
13135832-n	11683989-n
13240514-n	00809465-n
13240839-n	08223802-n
13244109-n	08513718-n
13246662-n	08556491-n
13246662-n	13250930-n
13250048-n	08556491-n
13250048-n	09335240-n
13250542-n	13384557-n
13251154-n	04345288-n
13266892-n	00087423-n
13268146-n	06696483-n
13275847-n	02628961-v
13275847-n	02702508-v
13275847-n	05145118-n
13278375-n	01120448-n
13282161-n	01121690-n
13282161-n	02284951-v
13285176-n	00007703-r
13285176-n	02294179-v
13285176-n	02295208-v
13285176-n	02295550-v
13285176-n	13342135-n
13285176-n	13817526-n
13286801-n	05143077-n
13286801-n	13318584-n
13289467-n	01083645-n
13295657-n	02460199-v
13296899-n	02290461-v
13296899-n	05142641-n
13303315-n	05145118-n
13306870-n	00829378-n
13306870-n	02320374-v
13311368-n	00361192-n
13318584-n	05682950-n
13318584-n	13286801-n
13323749-n	05163807-n
13325010-n	05058580-n
13327676-n	00067526-n
13327676-n	13327231-n
13331198-n	05861067-n
13331634-n	02722207-v
13333237-n	01099436-n
13342692-n	01117164-n
13344804-n	06523641-n
13353607-n	13354420-n
13367070-n	02281093-v
13367070-n	03744276-n
13374281-n	13378518-n
13381734-n	00662589-v
13384557-n	13250542-n
13395897-n	13661273-n
13413493-n	05138488-n
13421462-n	13421832-n
13421832-n	13421462-n
13428421-n	13428608-n
13428608-n	13428421-n
13440063-n	14006945-n
13451804-n	05149325-n
13461162-n	02627934-v
13461162-n	07191279-n
13464820-n	00250259-n
13464820-n	00948206-n
13464820-n	07423560-n
13489037-n	00250259-n
13489037-n	07423560-n
13489037-n	13490343-n
13489037-n	14422871-n
13490343-n	13489037-n
13497135-n	00156601-v
13512506-n	09349797-n
13549672-n	00069295-v
13582013-n	05121418-n
13582013-n	06426111-n
13582013-n	06596978-n
13594005-n	01013171-a
13594585-n	01111816-v
13596986-n	00063014-n
13597444-n	01010862-a
13597444-n	02202047-a
13598237-n	13821570-n
13624190-n	02191232-a
13649791-n	13713300-n
13650045-n	03387016-n
13650045-n	05563266-n
13650447-n	04610879-n
13651218-n	13660337-n
13660337-n	13651218-n
13711060-n	08499057-n
13711060-n	14520278-n
13713300-n	13649791-n
13732078-n	14922107-n
13736799-n	00007884-r
13736799-n	00517554-a
13737190-n	02202307-a
13742358-n	13740168-n
13742573-n	02186338-a
13743605-n	07985223-n
13752172-n	02199342-a
13754293-n	00153263-v
13754293-n	00156601-v
13754293-n	07356676-n
13754293-n	13254805-n
13757249-n	01928838-v
13757249-n	01929254-v
13762717-n	01391351-a
13762717-n	01554510-a
13764342-n	05138208-n
13764639-n	02773037-n
13765624-n	02883344-n
13766733-n	03147509-n
13767239-n	03438257-n
13767239-n	14881303-n
13774404-n	08240169-n
13777344-n	02327200-v
13777344-n	02479323-v
13777764-n	00172710-n
13777764-n	04105893-n
13777764-n	04928903-n
13777764-n	08679972-n
13779804-n	08179879-n
13780719-n	13928668-n
13790712-n	03387016-n
13790912-n	05793554-n
13792692-n	00713167-v
13792692-n	01354673-v
13792842-n	06252138-n
13809207-n	00720565-n
13809207-n	01085098-n
13809207-n	03892891-n
13809207-n	05671974-n
13809207-n	05867413-n
13809207-n	05868954-n
13809207-n	05929008-n
13809207-n	09385911-n
13809207-n	13285176-n
13809920-n	07137807-n
13810615-n	10307234-n
13810818-n	01545883-v
13810818-n	15274074-n
13811900-n	06199142-n
13827205-n	00803617-n
13827205-n	00830448-n
13827205-n	14441825-n
13831176-n	00244043-r
13834399-n	00323908-r
13834399-n	00824321-a
13840719-n	00611972-n
13846199-n	01010862-a
13846900-n	02202307-a
13854649-n	00202284-n
13855627-n	00651813-n
13855627-n	00661213-v
13858604-n	02065958-a
13859043-n	00109660-v
13859043-n	00123170-v
13859043-n	00126264-v
13859043-n	00191142-n
13859043-n	07296428-n
13859043-n	11412727-n
13863771-n	08377085-n
13869327-n	01907258-v
13878634-n	00052026-r
13893786-n	01026744-n
13900422-n	03074574-n
13903079-n	03264136-n
13905792-n	07012534-n
13910384-n	00028651-n
13920835-n	06755568-n
13925752-n	13927383-n
13925752-n	13945919-n
13926786-n	05611822-n
13926786-n	08559508-n
13929588-n	08214272-n
13931627-n	08400965-n
13931889-n	05671325-n
13932948-n	00868591-v
13933560-n	07417644-n
13934596-n	08567235-n
13937075-n	05936704-n
13937075-n	06614729-n
13937075-n	07201804-n
13939604-n	00172710-n
13939604-n	00415676-n
13939604-n	04928903-n
13939604-n	08679972-n
13939892-n	00923793-v
13939892-n	01711445-v
13939892-n	05093890-n
13939892-n	05984066-n
13939892-n	06606808-n
13939892-n	08620061-n
13939892-n	15290337-n
13940456-n	15256022-n
13942743-n	10382380-n
13942875-n	14512817-n
13943400-n	00029378-n
13943400-n	05817743-n
13943400-n	07308889-n
13943968-n	00034479-n
13943968-n	04424418-n
13943968-n	04617289-n
13943968-n	05671325-n
13943968-n	05855004-n
13943968-n	07289831-n
13945102-n	00720565-n
13945102-n	05190804-n
13945102-n	08337324-n
13947867-n	01494310-v
13954253-n	00004475-n
13955461-n	05809878-n
13955874-n	05817396-n
13956097-n	05809878-n
13956488-n	05819453-n
13956488-n	06724066-n
13956905-n	15243976-n
13960464-n	06756407-n
13960974-n	01234345-n
13961399-n	04632157-n
13961399-n	05810561-n
13961399-n	13963192-n
13961399-n	15140405-n
13961399-n	15140744-n
13961642-n	05810561-n
13961642-n	10260706-n
13961642-n	13961399-n
13961642-n	15140405-n
13961642-n	15140892-n
13962498-n	07355491-n
13962498-n	11444117-n
13963192-n	04632157-n
13963192-n	05810561-n
13963192-n	13961399-n
13963192-n	15140744-n
13963970-n	01036996-n
13963970-n	07989373-n
13968092-n	00584367-n
13968547-n	02511551-v
13968547-n	14496710-n
13969101-n	01918984-a
13981403-n	00973077-n
13983304-n	05018103-n
13983515-n	00245200-a
13983515-n	00273082-a
13985818-n	14526182-n
14006945-n	00407535-n
14008806-n	00409483-n
14008806-n	01095966-n
14009763-n	01722077-v
14010927-n	01859221-v
14024882-n	00014742-v
14032599-n	07417405-n
14038993-n	07484265-n
14082788-n	14406303-n
14285662-n	07313636-n
14298815-n	07340249-n
14322699-n	07494363-n
14323683-n	02121511-v
14376188-n	01013367-v
14406303-n	14082788-n
14408086-n	04709253-n
14408086-n	05686955-n
14410089-n	01013367-v
14410605-n	06784003-n
14411981-n	05762998-n
14414294-n	07331400-n
14422488-n	00203866-v
14422871-n	00250259-n
14422871-n	13489037-n
14425853-n	15147713-n
14428160-n	08238463-n
14429608-n	02091410-v
14429985-n	08398179-n
14434866-n	05037394-n
14436875-n	02546075-v
14438788-n	01028748-v
14438788-n	06333653-n
14441825-n	13827205-n
14442530-n	01128390-n
14449126-n	00023773-n
14449126-n	01188725-v
14449126-n	02627934-v
14449126-n	09367991-n
14449126-n	14493716-n
14450691-n	09367203-n
14451189-n	02055649-v
14451349-n	01447257-v
14460565-n	04743370-n
14474052-n	14489699-n
14474894-n	00063652-n
14480420-n	02261386-a
14480420-n	14940100-n
14480420-n	14940386-n
14481080-n	14877585-n
14481929-n	05951180-n
14483917-n	02544348-v
14485436-n	04105893-n
14491271-n	05116128-n
14493426-n	01825237-v
14496710-n	08456993-n
14496710-n	13968547-n
14514039-n	02735688-n
14514039-n	05221895-n
14514039-n	05815517-n
14514039-n	08497294-n
14520278-n	14524849-n
14521648-n	11458314-n
14526182-n	00026192-n
14526182-n	00690305-v
14526182-n	04632157-n
14530836-n	05203397-n
14535431-n	02547317-a
14543231-n	07226015-n
14562960-n	05980875-n
14562960-n	08566028-n
14562960-n	15266911-n
14580897-n	03309808-n
14580897-n	06635509-n
14583670-n	14487184-n
14625458-n	01527420-a
14643467-n	01999423-v
14643467-n	05826914-n
14696793-n	04326084-n
14759275-n	02144835-v
14760447-n	01698434-n
14778436-n	09190918-n
14785941-n	00513344-v
14820180-n	00013160-a
14835478-n	00362659-n
14841267-n	02112891-v
14841267-n	08653314-n
14841770-n	00835032-n
14842992-n	09334396-n
14844693-n	14498096-n
14845743-n	09225146-n
14845743-n	14847357-n
14847357-n	09225146-n
14847357-n	14845743-n
14854581-n	06611376-n
14856263-n	01161087-v
14877585-n	14481080-n
14881303-n	03438257-n
